region,province,city_or_municipality_including_districts,registered_voter,male,female,17-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-above,literacy,indigenous_people,person_with_disability,single,married,widow,legally_seperated
Region VI,Iloilo,Calinog ,34087,17342,16745,3240,5234,4567,3623,3066,2812,2694,2544,2083,1489,2735,93.74%,1,596,16323,17047,692,25
Region VI,Iloilo,Carles ,36974,18921,18053,4993,5426,4649,4021,3416,3166,2823,2407,2076,1519,2478,99.01%,0,258,17277,19004,667,26
Region VI,Iloilo,Concepcion,22682,11343,11339,2585,3232,2807,2503,2250,1983,1851,1611,1381,966,1513,99.32%,0,109,10127,12223,322,10
Region VI,Iloilo,Dingle ,24402,11854,12548,2237,3236,2763,2578,2246,2162,2022,1890,1656,1287,2325,99.63%,0,121,11574,12366,450,12
Region VI,Iloilo,Duenas ,19174,9499,9675,1850,2504,2110,1988,1686,1693,1559,1453,1222,1011,2098,99.60%,0,404,8791,9869,507,7
Region VI,Iloilo,Dumangas ,41107,19925,21182,4344,5387,4578,4403,3950,3688,3418,3053,2532,2010,3744,99.88%,0,97,19086,21141,850,30
Region VI,Iloilo,Estancia ,27447,13332,14115,3524,3907,3245,3026,2781,2565,2259,1874,1496,1102,1668,99.48%,0,561,13394,13494,524,35
Region VI,Iloilo,Guimbal ,19656,9220,10436,1976,2472,2296,2135,1945,1712,1630,1480,1270,987,1753,99.87%,7,36,9508,9740,386,22
Region VI,Iloilo,Igbaras ,18532,9300,9232,1986,2462,1999,1819,1612,1574,1530,1414,1297,1024,1815,99.73%,0,108,9016,9081,414,21
Region VI,Iloilo,Iloilo City ,261481,121320,140161,27619,36562,31413,29220,25131,23161,21443,19447,16364,12473,18648,99.96%,0,383,138241,117282,5601,357
Region VI,Iloilo,Janiuay ,32937,16109,16828,1032,4531,4204,3600,3171,2893,2881,2748,2361,1839,3677,99.05%,0,351,15533,16684,673,47
Region VI,Iloilo,Lambunao ,35261,17226,18035,3337,4739,4239,3569,3230,3139,3011,2739,2414,1783,3061,96.70%,0,507,16355,18012,872,22
Region VI,Iloilo,Leganes ,20063,9814,10249,2308,2916,2401,2274,2036,1741,1563,1368,1163,875,1418,99.87%,0,74,10027,9590,430,16
Region VI,Iloilo,Lemery ,18182,9225,8957,1906,2642,2239,2040,1807,1568,1448,1224,1071,790,1447,98.89%,0,140,8089,9621,462,10
Region VI,Iloilo,Leon ,28805,14401,14404,3121,3729,3172,2891,2654,2475,2454,2292,1950,1501,2566,99.91%,0,96,13863,14355,556,31
Region VI,Iloilo,Maasin ,21494,10678,10816,2353,3117,2435,2129,1897,1816,1666,1581,1355,1042,2103,97.70%,0,137,10576,10431,476,11
Region VI,Iloilo,Miagao ,37597,18420,19177,4459,4969,3887,3560,3264,3263,3155,2867,2499,1970,3704,99.61%,0,158,19412,17394,774,17
Region VI,Iloilo,Mina ,13411,6657,6754,1381,1839,1629,1413,1248,1177,1051,989,814,612,1258,99.87%,0,61,6294,6809,297,11
Region VI,Iloilo,New Lucena ,14099,6912,7187,1573,1945,1646,1430,1228,1196,1103,1044,886,723,1325,99.81%,0,68,6830,6926,333,10
Region VI,Iloilo,Oton ,45508,21689,23819,4778,6302,5157,4852,4208,4227,3797,3467,2879,2210,3631,99.96%,0,164,23310,21310,842,46
Region VI,Iloilo,City of Passi ,47192,23431,23761,4833,6520,5405,5152,4659,4189,3825,3405,3002,2363,3839,99.33%,0,104,22592,23740,841,19
Region VI,Iloilo,Pavia ,28533,13519,15014,3030,3804,3464,3274,2833,2575,2265,2083,1769,1346,2090,99.84%,0,128,14115,13697,657,64
Region VI,Iloilo,Pototan ,38455,18792,19663,3622,5269,4318,4022,3598,3436,3353,3066,2571,1909,3291,99.98%,0,36,18913,18882,637,23
Region VI,Iloilo,San Dionisio ,21741,10953,10788,2533,3194,2531,2317,2180,1914,1756,1525,1286,955,1550,98.79%,0,202,10182,11029,516,14
Region VI,Iloilo,San Enrique ,20604,10509,10095,2304,3010,2494,2075,1909,1793,1608,1482,1321,1049,1559,99.28%,0,109,10289,9964,334,17
Region VI,Iloilo,San Joaquin ,29381,14695,14686,3279,3779,3171,2887,2667,2663,2368,2164,1958,1584,2861,99.55%,0,177,14809,13863,665,44
Region VI,Iloilo,San Miguel ,17554,8888,8666,1936,2367,2138,1949,1634,1520,1359,1245,1109,817,1480,99.61%,0,61,8806,8291,434,23
Region VI,Iloilo,San Rafael ,9775,5046,4729,1142,1419,1236,1104,916,895,743,651,545,436,688,99.66%,0,25,4729,4854,180,12
Region VI,Iloilo,Santa Barbara ,34842,16662,18180,3616,4551,3794,3630,3320,3219,2962,2595,2221,1691,3243,99.87%,0,135,16585,17462,766,29
Region VI,Iloilo,Sara ,29021,14175,14846,2890,4091,3637,3228,2703,2566,2524,2184,1888,1312,1998,99.11%,0,264,13053,15180,775,13
Region VI,Iloilo,Tigbauan ,35757,17011,18746,4150,4865,3957,3616,3278,3082,2883,2773,2318,1685,3150,99.90%,0,71,17463,17513,733,48
Region VI,Iloilo,Tubungan ,12880,6356,6524,1359,1659,1421,1242,1103,1121,1121,1048,885,672,1249,99.71%,0,23,6128,6472,275,5
Region VI,Iloilo,Zarraga ,15706,7563,8143,1780,2212,1804,1648,1501,1495,1268,1145,925,682,1246,99.83%,0,145,7616,7701,359,30
Region VI,Negros Occidental,Bacolod City ,274541,127985,146556,23565,37376,31670,30588,27165,26148,24016,21455,18607,14605,19346,99.92%,0,2894,141929,126077,5915,620
Region VI,Negros Occidental,Bago City ,90792,44506,46286,8578,12977,10441,9660,8768,8707,8003,7134,5760,4306,6458,99.32%,0,372,41308,47441,1967,76
Region VI,Negros Occidental,Binalbagan ,38207,18636,19571,4315,5432,4327,4117,3625,3402,3233,2787,2397,1827,2745,98.48%,0,357,18249,19055,875,28
Region VI,Negros Occidental,Cadiz City ,82406,40757,41649,7942,11962,9819,8810,8018,7858,7149,6250,5238,4025,5335,99.63%,0,356,39101,41710,1481,114
Region VI,Negros Occidental,Calatrava ,46519,23676,22843,4870,7057,5447,4717,4226,4184,3762,3549,2928,2225,3554,94.54%,0,600,20436,25199,870,14
Region VI,Negros Occidental,Candoni ,12449,6463,5986,1341,1888,1561,1283,1079,1083,1015,956,790,575,878,95.84%,0,278,5728,6438,271,12
Region VI,Negros Occidental,Cauayan ,46429,22998,23431,4684,6406,5285,4683,4224,4368,4187,3797,3084,2223,3488,98.15%,0,217,18504,26846,1050,29
Region VI,Negros Occidental,Enrique B. Magalona (Saravia) ,34859,17385,17474,3491,4873,3774,3571,3281,3216,3100,2664,2290,1731,2868,99.43%,0,218,16209,17775,838,37
Region VI,Negros Occidental,Escalante  City ,54720,26624,28096,5765,8212,6438,5631,5053,4936,4415,4093,3267,2589,4321,97.94%,0,1041,24641,28980,1026,73
Region VI,Negros Occidental,Himamaylan  City ,59498,29235,30263,6139,9024,7203,6587,5722,5372,4876,4401,3681,2713,3780,98.48%,0,420,27019,31190,1254,35
Region VI,Negros Occidental,Hinigaran ,46891,22696,24195,4378,6430,5180,4879,4461,4367,4158,3740,3138,2430,3730,99.91%,1,83,22054,23836,935,66
Region VI,Negros Occidental,Hinoba-An (Asia) ,28341,14243,14098,3149,3993,3318,2977,2744,2611,2445,2202,1729,1282,1891,97.54%,0,194,12232,15511,578,20
Region VI,Negros Occidental,Ilog ,32192,16133,16059,3498,4639,3665,3356,2982,2874,2661,2384,2024,1507,2602,99.00%,0,172,15400,16174,594,24
Region VI,Negros Occidental,Isabela ,35370,18062,17308,3982,5250,4091,3630,3319,3220,2979,2636,2207,1581,2475,97.05%,0,196,17468,17241,641,20
Region VI,Negros Occidental,Kabankalan City,91510,45463,46047,9064,13650,11104,10115,8963,8378,7750,6999,5562,4081,5844,98.65%,0,739,42095,47554,1750,111
Region VI,Negros Occidental,La Carlota City ,41571,20341,21230,4037,5532,4742,4400,3906,3932,3664,3170,2675,2154,3359,99.82%,0,82,19892,20636,995,48
Region VI,Negros Occidental,La Castellana ,38632,19224,19408,3892,5793,4676,4112,3709,3629,3303,3003,2406,1724,2385,99.63%,0,93,17332,20491,763,46
Region VI,Negros Occidental,Manapla ,28317,13744,14573,3133,4020,3076,2827,2731,2746,2519,2179,1744,1326,2016,99.53%,0,85,12215,15317,755,30
Region VI,Negros Occidental,Moises Padilla (Magallon) ,23893,12020,11873,2580,3562,3084,2560,2335,2088,1834,1714,1379,1065,1692,99.51%,0,52,10986,12424,462,21
Region VI,Negros Occidental,Murcia ,46869,23119,23750,4497,7110,5942,5302,4487,4315,3978,3435,2882,2025,2896,99.12%,0,130,20860,24856,1135,18
Region VI,Negros Occidental,Pontevedra ,31148,15342,15806,1013,4097,3977,3207,3189,2878,2775,2513,2239,1900,3360,99.78%,0,53,15134,15250,729,35
Region VI,Negros Occidental,Pulupandan ,16441,8189,8252,1573,2144,1770,1565,1555,1574,1476,1273,1114,902,1495,99.87%,0,19,8095,7858,449,39
Region VI,Negros Occidental,Sagay City ,72546,34897,37649,6785,10537,8280,7509,6974,6931,6142,5592,4907,3708,5181,97.78%,0,787,31867,38581,2057,41
Region VI,Negros Occidental,San Carlos City ,77368,38185,39183,8702,11858,9015,7950,7085,7026,6270,5880,4770,3633,5179,95.37%,0,229,36097,39391,1777,103
Region VI,Negros Occidental,San Enrique ,16417,8059,8358,1912,2348,1970,1652,1425,1448,1393,1251,971,781,1266,99.85%,0,26,8004,7961,418,34
Region VI,Negros Occidental,Silay City ,78488,38205,40283,3036,10831,9992,8275,7835,7434,7146,6249,5458,4429,7803,99.70%,0,300,39235,37705,1476,72
Region VI,Negros Occidental,Sipalay City ,40953,20229,20724,4276,6481,4943,4279,3588,3593,3324,3122,2505,1838,3004,98.99%,0,277,18814,21401,723,15
Region VI,Negros Occidental,Talisay City ,59323,28116,31207,6275,8222,6626,6463,5667,5570,5208,4552,3865,2715,4160,99.64%,0,223,27624,29981,1611,107
Region VI,Negros Occidental,Toboso ,24565,12389,12176,2749,3723,2815,2418,2174,2268,1986,1847,1528,1161,1896,94.27%,0,209,10671,13392,475,27
Region VI,Negros Occidental,Valladolid ,22268,10842,11426,721,2940,2928,2377,2153,2040,2044,1847,1649,1272,2297,99.97%,0,12,10111,11482,647,28
Region VI,Negros Occidental,Victorias City ,55692,27228,28464,6203,8083,6257,5692,5078,5150,4874,4296,3475,2612,3972,99.77%,0,235,27166,27251,1225,50
Region VI,Negros Occidental,Salvador Benedicto ,14277,7398,6879,1585,2478,1981,1683,1341,1294,1067,969,722,492,665,90.84%,20,86,6035,7987,247,8
Region VI,Guimaras,Buenavista ,31011,15261,15750,3503,4291,3870,3401,2857,2710,2487,2211,1984,1409,2288,99.91%,5,109,15381,15058,536,36
Region VI,Guimaras,Jordan ,21812,10604,11208,1006,3270,3010,2635,2163,1938,1791,1677,1430,1033,1859,99.95%,0,12,10430,10880,477,25
Region VI,Guimaras,Nueva Valencia ,24132,11929,12203,2901,3472,2936,2506,2214,2058,1872,1708,1483,1165,1817,99.80%,7,362,10825,12593,692,22
Region VI,Guimaras,San Lorenzo ,15679,7948,7731,1921,2317,1965,1739,1532,1375,1197,1069,882,669,1013,99.62%,0,35,7344,8097,226,12
Region VI,Guimaras,Sibunag ,12911,6504,6407,1541,1905,1669,1351,1214,1156,1051,921,707,499,897,99.56%,0,58,6045,6633,213,20
Region VII,Bohol,Alburquerque ,6698,3315,3383,335,911,777,760,672,604,551,455,422,370,841,99.76%,0,83,3181,3306,198,13
Region VII,Bohol,Alicia ,13423,6610,6813,654,1880,1582,1388,1263,1167,1128,1049,975,771,1566,99.69%,0,47,5662,7408,336,17
Region VII,Bohol,Anda ,11852,5885,5967,642,1637,1339,1160,1092,1005,963,865,776,757,1616,98.79%,0,240,5935,5556,339,22
Region VII,Bohol,Antequera ,8691,4206,4485,289,997,972,822,822,803,777,765,685,535,1224,99.95%,0,40,3087,5275,324,5
Region VII,Bohol,Baclayon ,12166,5936,6230,575,1779,1500,1222,1131,1096,1022,969,837,652,1383,99.56%,0,190,6029,5876,245,16
Region VII,Bohol,Balilihan ,11556,5716,5840,553,1522,1395,1160,1098,1042,966,891,714,601,1614,99.07%,0,170,4397,6586,571,2
Region VII,Bohol,Batuan ,8359,4128,4231,355,1119,1019,842,775,762,682,613,568,463,1161,99.37%,0,114,3385,4819,151,4
Region VII,Bohol,Bilar ,11565,5751,5814,558,1685,1526,1150,1040,998,935,844,720,596,1513,98.93%,0,221,5503,5855,197,10
Region VII,Bohol,Buenavista ,16813,8298,8515,769,2722,2430,1854,1550,1377,1268,1163,1053,900,1727,98.17%,0,165,8612,7948,227,26
Region VII,Bohol,Calape ,20449,9885,10564,960,2807,2605,1997,1978,1820,1683,1503,1318,1097,2681,99.38%,0,210,9465,10464,485,35
Region VII,Bohol,Candijay ,19708,9753,9955,938,2778,2423,1905,1877,1710,1644,1456,1360,1095,2522,99.58%,0,149,8419,10586,694,9
Region VII,Bohol,Carmen ,29767,14964,14803,1474,4586,4120,3197,2966,2495,2398,2199,1917,1374,3041,99.58%,0,233,12535,16279,919,34
Region VII,Bohol,Catigbian ,13832,6753,7079,572,1975,1721,1394,1218,1187,1210,1074,986,731,1764,99.00%,0,188,5828,7779,212,13
Region VII,Bohol,Clarin ,13743,6770,6973,669,2052,1860,1416,1312,1111,1124,1012,926,715,1546,98.37%,0,196,6465,6973,297,8
Region VII,Bohol,Corella ,5140,2526,2614,241,682,597,479,549,474,437,369,353,290,669,99.86%,0,9,2253,2695,185,7
Region VII,Bohol,Cortes ,10566,5147,5419,504,1498,1323,1109,1055,998,911,802,720,500,1146,99.91%,0,14,4697,5442,416,11
Region VII,Bohol,Dagohoy ,11228,5552,5676,524,1650,1503,1147,1038,967,1012,819,786,587,1195,98.97%,0,257,4169,6752,304,3
Region VII,Bohol,Danao ,12212,6102,6110,548,2037,1803,1362,1182,1022,989,811,687,499,1272,97.86%,0,406,5602,6251,349,10
Region VII,Bohol,Dauis ,26470,12822,13648,1391,3881,3544,2967,2860,2587,2327,1974,1502,1142,2295,99.57%,0,66,12753,12917,770,30
Region VII,Bohol,Dimiao ,9965,4972,4993,463,1300,1178,954,935,841,832,791,640,514,1517,98.81%,0,119,4260,5442,250,13
Region VII,Bohol,Duero ,12150,6058,6092,587,1683,1514,1193,1152,1012,1027,903,850,654,1575,99.50%,0,104,5516,6343,277,14
Region VII,Bohol,Garcia Hernandez ,14484,7074,7410,679,1983,1565,1479,1313,1291,1228,1144,1004,824,1974,99.72%,0,101,6244,7797,430,13
Region VII,Bohol,Guindulman ,20529,10120,10409,992,2900,2371,1925,1939,1758,1798,1582,1456,1160,2648,99.89%,0,961,9043,10989,466,31
Region VII,Bohol,Inabanga ,25979,12518,13461,1142,3864,3407,2477,2340,2216,2206,1970,1777,1397,3183,99.01%,0,318,11526,13907,521,25
Region VII,Bohol,Jagna ,20459,10033,10426,906,2823,2284,1946,1896,1896,1878,1682,1478,1132,2538,99.70%,0,275,8505,10979,964,11
Region VII,Bohol,Jetafe ,18576,9267,9309,751,2914,2803,2141,1903,1644,1403,1284,1152,919,1662,97.44%,0,234,8471,9514,577,14
Region VII,Bohol,Lila ,6835,3419,3416,297,885,809,613,599,582,610,539,439,355,1107,99.47%,0,86,3176,3495,155,9
Region VII,Bohol,Loay ,11777,5816,5961,562,1581,1478,1236,1084,1056,998,917,783,619,1463,99.78%,1,27,5764,5608,384,21
Region VII,Bohol,Loboc ,11472,5740,5732,559,1571,1396,1138,1078,965,956,927,777,657,1448,99.83%,0,47,5114,6031,312,15
Region VII,Bohol,Loon ,27676,13450,14226,1173,3392,3111,2747,2605,2386,2342,2184,1946,1669,4121,99.45%,0,393,11650,15217,769,40
Region VII,Bohol,Mabini ,16609,8142,8467,787,2383,2080,1589,1538,1447,1321,1299,1143,904,2118,99.55%,1,72,7303,8579,708,19
Region VII,Bohol,Maribojoc ,12753,6148,6605,603,1577,1420,1264,1216,1210,1136,991,807,725,1804,99.71%,2,32,5365,6975,387,26
Region VII,Bohol,Panglao ,21394,10467,10927,1169,3210,3101,2527,2305,1876,1730,1452,1278,930,1816,99.89%,0,70,12129,8846,391,28
Region VII,Bohol,Pilar ,16152,8115,8037,734,2333,2116,1707,1594,1395,1386,1254,1072,797,1764,99.59%,248,134,6382,9458,302,10
Region VII,Bohol,Pres. Carlos P. Garcia (Pitogo) ,14455,7264,7191,618,2011,1780,1433,1362,1363,1251,1074,933,794,1836,99.43%,0,65,6565,7560,322,8
Region VII,Bohol,Sagbayan (Borja) ,14394,7096,7298,578,2050,2014,1495,1387,1256,1243,1080,961,698,1632,98.25%,0,241,6053,7856,479,6
Region VII,Bohol,San Isidro ,6509,3204,3305,273,841,780,674,649,570,541,477,451,344,909,98.34%,0,148,2515,3746,247,1
Region VII,Bohol,San Miguel ,14040,6938,7102,609,2051,1893,1412,1346,1270,1158,1057,969,761,1514,99.54%,0,103,5564,8206,245,25
Region VII,Bohol,Sevilla ,7156,3659,3497,320,1072,872,704,650,600,554,563,474,385,962,99.64%,0,74,3238,3736,178,4
Region VII,Bohol,Sierra Bullones ,15053,7538,7515,712,2117,1846,1538,1404,1320,1266,1138,1005,861,1846,98.57%,0,55,6725,8021,291,16
Region VII,Bohol,Sikatuna ,4647,2336,2311,196,574,532,502,466,419,380,354,315,256,653,99.38%,0,25,2066,2477,103,1
Region VII,Bohol,Tagbilaran City ,59949,28607,31342,3109,8612,7907,6568,6139,5440,5141,4600,3757,3102,5574,99.87%,0,439,29820,28420,1643,66
Region VII,Bohol,Talibon ,33211,15891,17320,1469,4944,4541,3608,3311,3131,2957,2577,2166,1627,2880,99.97%,0,416,14057,18608,514,32
Region VII,Bohol,Trinidad ,19017,9395,9622,866,2837,2682,2090,1902,1624,1512,1350,1225,949,1980,99.02%,0,143,8204,10491,306,16
Region VII,Bohol,Tubigon ,26394,12767,13627,1147,3719,3417,2615,2576,2427,2341,2055,1857,1510,2730,99.80%,0,314,11381,14437,562,14
Region VII,Bohol,Ubay ,41792,20438,21354,1859,6112,5772,4681,4330,3814,3611,3051,2725,2081,3756,99.60%,1,277,19201,21900,642,49
Region VII,Bohol,Valencia ,15245,7481,7764,662,2190,1824,1436,1375,1288,1258,1142,1029,903,2138,98.75%,0,166,6491,8128,613,13
Region VII,Bohol,Bien Unido ,15858,7992,7866,791,2541,2239,1743,1494,1436,1298,1140,970,750,1456,98.59%,0,122,7646,7952,237,23
Region VII,Cebu,Alcantara ,10102,5099,5003,496,1542,1516,1163,984,851,756,706,561,459,1068,99.51%,0,35,5549,4386,160,7
Region VII,Cebu,Alcoy ,11333,5706,5627,691,1937,1626,1272,1124,916,852,765,619,555,976,98.51%,0,142,6430,4568,313,22
Region VII,Cebu,Alegria ,15431,7678,7753,801,2372,1934,1598,1483,1326,1298,1118,958,744,1799,99.14%,0,90,8112,6956,347,16
Region VII,Cebu,Aloguinsan ,20124,9975,10149,717,3053,3223,2525,2246,1827,1523,1305,1075,892,1738,99.59%,0,80,10792,9105,221,6
Region VII,Cebu,Argao ,45139,22162,22977,1840,6695,6142,4822,4592,4128,3891,3322,2847,2287,4573,99.77%,0,148,23011,21237,811,80
Region VII,Cebu,Asturias ,31631,16005,15626,1324,4694,4750,3905,3325,2741,2426,2112,1889,1464,3001,97.24%,0,263,16206,14804,582,39
Region VII,Cebu,Badian ,23588,11667,11921,961,3447,3214,2626,2364,2049,1896,1724,1432,1264,2611,97.65%,0,1555,12168,10856,546,18
Region VII,Cebu,Balamban ,47548,23632,23916,1908,7364,7431,5987,5339,4404,3818,3073,2604,2070,3550,98.45%,0,241,24198,22675,654,21
Region VII,Cebu,Bantayan ,39721,18959,20762,1487,5498,4861,4383,4401,3944,3681,3272,2614,2230,3350,99.63%,0,488,17266,21736,667,52
Region VII,Cebu,Barili ,42831,20964,21867,1898,6753,6546,5047,4274,3656,3493,3006,2511,2023,3624,99.25%,0,97,22947,19207,629,48
Region VII,Cebu,Bogo City,48290,23363,24927,1970,7329,6516,5571,4979,4476,4011,3653,3138,2662,3985,99.27%,0,142,24178,23102,951,59
Region VII,Cebu,Boljoon ,10216,5105,5111,520,1552,1412,1134,989,870,814,773,596,510,1046,99.29%,0,76,5834,4162,209,11
Region VII,Cebu,Borbon ,22182,11062,11120,929,3258,3173,2587,2339,1970,1718,1542,1388,1183,2095,98.89%,0,332,11414,10332,413,23
Region VII,Cebu,Carcar City ,63285,29989,33296,2825,10093,9485,7746,6709,5895,5320,4355,3639,2843,4375,99.80%,0,189,33980,28423,799,83
Region VII,Cebu,Carmen ,32126,15497,16629,1490,4979,4635,4071,3507,2979,2679,2176,1903,1465,2242,99.74%,0,221,17441,14145,501,39
Region VII,Cebu,Catmon ,17150,8180,8970,713,2570,2373,1908,1709,1594,1410,1323,1121,937,1492,99.82%,0,33,8692,8191,244,23
Region VII,Cebu,"Cebu City, 1St District",290760,135527,155233,8944,40342,43193,35472,30334,25292,23935,21015,18670,16494,27069,99.68%,0,1447,164161,118485,7293,821
Region VII,Cebu,"Cebu City, 2Nd District",339243,157194,182049,12417,50295,48724,39587,35504,30299,28115,24691,21211,18317,30083,99.32%,0,1595,183570,145303,9869,501
Region VII,Cebu,Compostela ,29306,14136,15170,1251,4681,4264,3730,3316,2748,2411,1889,1694,1325,1997,99.21%,0,207,15521,13129,640,16
Region VII,Cebu,Consolacion ,73893,35279,38614,3253,11667,11665,9597,8786,7258,6328,5031,3876,2773,3659,99.77%,0,185,40804,32015,948,126
Region VII,Cebu,Cordoba ,34273,16471,17802,1572,5287,5494,4632,4123,3392,2718,2182,1783,1287,1803,99.84%,0,164,19829,13824,546,74
Region VII,Cebu,Daanbantayan ,48601,23124,25477,2346,7256,6777,5543,5020,4429,3858,3490,2978,2474,4430,99.29%,0,537,24987,22533,1058,23
Region VII,Cebu,Dalaguete ,35658,17802,17856,1278,5323,4956,4143,3598,3336,3141,2707,2246,1800,3130,98.50%,0,463,18419,16553,646,40
Region VII,Cebu,Danao City ,86085,41510,44575,3384,12366,12467,10488,9917,8119,7393,6104,4970,4063,6814,99.28%,0,430,45920,38817,1275,73
Region VII,Cebu,Dumanjug ,32494,16079,16415,1475,5186,4737,3728,3326,2852,2389,2167,1926,1587,3121,99.70%,0,62,16519,15465,454,56
Region VII,Cebu,Ginatilan ,11143,5547,5596,555,1706,1498,1254,1103,939,871,756,653,549,1259,99.77%,0,38,6077,4826,230,10
Region VII,Cebu,Lapu-Lapu City (Opon) ,188815,86230,102585,6245,26888,28537,24849,23927,20148,16873,12914,10083,7879,10472,99.67%,0,744,98438,86295,3642,440
Region VII,Cebu,Liloan ,62429,29291,33138,2733,9501,9158,7930,7319,6285,5365,4429,3392,2658,3659,99.88%,0,146,32744,28806,805,74
Region VII,Cebu,Madridejos ,23134,11444,11690,1590,4114,3239,2678,2314,2037,1775,1552,1169,922,1744,99.59%,0,118,12515,10133,460,26
Region VII,Cebu,Malabuyoc ,12814,6426,6388,590,1750,1670,1489,1289,1092,1016,896,773,657,1592,99.63%,0,19,6889,5650,257,18
Region VII,Cebu,Mandaue City ,189712,89267,100445,7485,30837,31506,23442,21034,17346,15448,12636,10374,8258,11346,99.87%,0,1409,107890,78328,3209,285
Region VII,Cebu,Medellin ,32756,16186,16570,1523,5136,4703,3806,3360,2932,2611,2314,2012,1598,2761,98.92%,0,230,17309,14796,605,46
Region VII,Cebu,Minglanilla ,55652,25462,30190,2216,8517,8263,6758,6280,5306,4978,4022,3329,2499,3484,99.78%,0,169,29251,25509,785,107
Region VII,Cebu,Moalboal ,19821,9605,10216,920,2951,2854,2212,1946,1699,1528,1412,1174,949,2176,99.65%,0,86,10561,8845,378,37
Region VII,Cebu,Naga City ,63755,29766,33989,2609,10246,9664,7705,6929,5873,5256,4353,3685,3021,4414,99.37%,0,195,33873,28812,970,100
Region VII,Cebu,Oslob ,18886,9109,9777,635,2407,2566,2239,1905,1573,1480,1261,1224,1088,2508,99.96%,0,74,9766,8589,483,48
Region VII,Cebu,Pilar ,8613,4386,4227,359,1090,1026,837,785,654,731,639,599,536,1357,98.92%,0,224,4096,4265,245,7
Region VII,Cebu,Pinamungahan ,40737,20074,20663,1807,6527,6142,4905,4225,3518,3116,2678,2302,1852,3665,97.90%,0,337,20870,19133,704,30
Region VII,Cebu,Poro ,13790,7000,6790,537,1943,1558,1321,1253,1156,1190,1064,1027,865,1876,99.60%,0,35,6305,7074,388,23
Region VII,Cebu,Ronda ,14397,7235,7162,543,1921,2122,1625,1413,1275,1160,984,867,694,1793,99.08%,0,74,7343,6717,323,14
Region VII,Cebu,Samboan ,12577,6156,6421,495,1750,1587,1239,1169,1051,1087,987,836,724,1652,99.70%,0,24,6489,5820,262,6
Region VII,Cebu,San Fernando ,43398,21561,21837,2261,7165,6822,5335,4762,3784,3402,2831,2249,1798,2989,99.46%,0,32,24039,18589,738,32
Region VII,Cebu,San Francisco ,27484,13652,13832,1153,4241,3574,3029,2701,2412,2228,2056,1827,1537,2726,98.68%,0,228,13490,13398,570,26
Region VII,Cebu,San Remigio ,37122,18319,18803,1631,5321,5098,4220,3799,3323,3120,2720,2365,1890,3635,98.90%,0,541,17726,18635,710,51
Region VII,Cebu,Santa Fe ,16929,8125,8804,970,2770,2405,1983,1773,1588,1291,1166,863,720,1400,98.36%,0,115,8822,7802,295,10
Region VII,Cebu,Santander ,11577,5491,6086,455,1623,1532,1282,1182,990,953,841,703,690,1326,99.51%,0,86,5489,5757,314,17
Region VII,Cebu,Sibonga ,27317,13086,14231,1195,4245,4287,3274,2810,2407,2132,1907,1660,1304,2096,99.96%,0,29,14430,12479,372,36
Region VII,Cebu,Sogod ,21586,10535,11051,846,2988,3091,2699,2233,1962,1753,1602,1367,1142,1903,99.27%,0,173,10777,10452,322,35
Region VII,Cebu,Tabogon ,24746,12330,12416,1172,3714,3583,3030,2528,2100,1761,1700,1498,1380,2280,98.89%,0,236,13009,11127,588,22
Region VII,Cebu,Tabuelan ,17880,9009,8871,825,2718,2499,2151,1844,1535,1355,1238,1075,845,1795,96.53%,0,200,8646,8662,522,50
Region VII,Cebu,Talisay City ,120240,56076,64164,4897,19127,18784,14730,13358,11279,10428,8496,6877,5047,7217,99.91%,0,436,68610,49232,2251,147
Region VII,Cebu,Toledo City ,103658,49879,53779,3375,15448,16091,13262,11107,9272,7970,6840,6088,5246,8959,98.84%,0,419,53821,47215,2414,208
Region VII,Cebu,Tuburan ,42547,21490,21057,1696,6439,6374,4916,4310,3672,3293,2912,2462,2159,4314,96.18%,0,201,20246,21172,1062,67
Region VII,Cebu,Tudela ,7763,3933,3830,287,1079,886,714,684,636,648,608,571,490,1160,99.15%,0,26,3728,3845,165,25
Region VII,Negros Oriental,Amlan (Ayuquitan) ,15167,7323,7844,622,2119,1996,1611,1532,1368,1252,1157,1118,869,1523,99.33%,0,128,6548,8127,471,21
Region VII,Negros Oriental,Ayungon ,25599,12587,13012,838,3652,3446,2622,2416,2285,2250,2128,1809,1511,2642,89.24%,0,256,11335,13802,455,7
Region VII,Negros Oriental,Bacong ,19940,9670,10270,769,2865,2750,2218,1999,1795,1742,1609,1340,1107,1746,99.58%,0,101,9319,10186,386,49
Region VII,Negros Oriental,Bais City ,52891,26882,26009,2240,7904,7204,5400,5163,4870,4546,3943,3579,3017,5025,95.38%,1,1176,22139,29555,1148,49
Region VII,Negros Oriental,Basay ,16843,8554,8289,830,2791,2363,1937,1776,1467,1291,1163,1060,780,1385,94.67%,0,134,7946,8279,613,5
Region VII,Negros Oriental,Bayawan City (Tulong) ,67025,33877,33148,2450,11207,10311,7615,6777,6226,5495,5026,4072,3147,4699,97.12%,0,495,29385,36324,1274,42
Region VII,Negros Oriental,Bindoy (Payabon) ,22573,10973,11600,753,3095,3064,2378,2292,2125,2037,1765,1529,1214,2321,93.39%,0,1053,8695,13532,340,6
