region,province,city_or_municipality_including_districts,registered_voter,male,female,17-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-above,literacy,indigenous_people,person_with_disability,single,married,widow,legally_seperated
Region VII,Negros Oriental,Canlaon City ,29753,14886,14867,881,4562,4413,3277,2961,2805,2684,2392,2031,1596,2151,94.00%,0,255,12415,16812,515,11
Region VII,Negros Oriental,Dauin ,18326,9238,9088,684,2490,2413,1860,1750,1582,1590,1427,1327,1113,2090,99.07%,0,267,8458,9309,531,28
Region VII,Negros Oriental,Dumaguete City ,80122,37656,42466,2841,11673,11425,9227,8212,7094,6685,6208,5486,4629,6642,99.84%,0,289,40092,37557,2313,160
Region VII,Negros Oriental,Guihulngan City ,54571,26977,27594,1593,7531,8580,6170,5156,4948,4605,4305,3657,2899,5127,91.73%,0,403,21182,32276,1068,45
Region VII,Negros Oriental,Jimalalud ,17060,8361,8699,587,2534,2310,1857,1679,1480,1396,1437,1154,915,1711,92.30%,0,131,6476,9770,808,6
Region VII,Negros Oriental,La Libertad ,22603,10991,11612,683,3126,3021,2497,2178,2017,2037,1821,1577,1308,2338,92.83%,0,311,8216,13792,592,3
Region VII,Negros Oriental,Mabinay ,36904,18345,18559,1079,5406,5173,3939,3687,3543,3372,3246,2533,1857,3069,95.63%,0,461,13303,22701,873,27
Region VII,Negros Oriental,Manjuyod ,25841,12849,12992,974,3862,3544,2719,2487,2294,2193,2048,1828,1394,2498,96.86%,0,63,10630,14758,441,12
Region VII,Negros Oriental,Pamplona ,23568,11781,11787,1079,3893,3094,2351,2201,2102,1937,1799,1635,1354,2123,95.01%,0,112,9390,13446,724,8
Region VII,Negros Oriental,San Jose ,13107,6437,6670,563,1950,1864,1382,1278,1084,1068,1051,853,719,1295,98.66%,0,159,5791,6946,350,20
Region VII,Negros Oriental,Santa Catalina ,41132,20269,20863,1428,6207,6246,4496,4054,3769,3628,3209,2676,2118,3301,97.25%,0,622,19031,21381,697,23
Region VII,Negros Oriental,Siaton ,43866,22006,21860,1877,6775,5828,4723,4403,4010,3815,3447,2888,2337,3763,91.50%,0,863,18867,23965,1024,10
Region VII,Negros Oriental,Sibulan ,27774,13095,14679,899,3742,3803,3113,2902,2449,2397,2147,1971,1703,2648,98.13%,0,1238,11673,15146,939,16
Region VII,Negros Oriental,Tanjay  City ,49559,24754,24805,2479,7221,6221,4462,4539,4388,4417,4143,3513,3105,5071,97.33%,0,141,20861,27604,1037,57
Region VII,Negros Oriental,Tayasan ,20647,10392,10255,692,2937,2605,2282,1983,1858,1788,1742,1459,1145,2156,92.38%,0,923,8556,11490,588,13
Region VII,Negros Oriental,Valencia (Luzurriaga) ,23650,11765,11885,1006,3649,3506,2657,2313,2010,1826,1747,1570,1257,2109,99.04%,0,245,12237,10814,552,47
Region VII,Negros Oriental,Vallehermoso ,20827,10421,10406,915,3116,2751,2110,1891,1802,1860,1716,1412,1254,2000,89.17%,0,105,8874,11043,905,5
Region VII,Negros Oriental,Zamboanguita ,16364,8136,8228,624,2309,2080,1631,1516,1471,1513,1295,1115,943,1867,99.33%,0,129,7312,8405,641,6
Region VII,Siquijor,Enrique Villanueva ,4836,2418,2418,216,640,607,487,444,431,411,340,325,283,652,98.59%,0,132,2144,2381,298,13
Region VII,Siquijor,Larena ,10393,5190,5203,515,1477,1298,1064,951,885,852,776,679,549,1347,99.73%,0,90,4964,4841,555,33
Region VII,Siquijor,Lazi ,14279,7167,7112,719,1856,1707,1434,1338,1250,1160,1097,952,818,1948,98.42%,0,76,6488,7189,581,21
Region VII,Siquijor,Maria ,10079,4984,5095,425,1296,1246,1017,907,808,834,775,698,614,1459,97.16%,0,118,4341,5125,601,12
Region VII,Siquijor,San Juan ,10037,4927,5110,501,1362,1305,989,956,831,810,799,648,571,1265,99.49%,0,99,5021,4746,252,18
Region VII,Siquijor,Siquijor,19364,9662,9702,932,2671,2449,2014,1926,1812,1560,1476,1228,1045,2251,99.11%,0,189,9379,9351,582,52
Region VIII,Eastern Samar,Arteche ,11693,6215,5478,655,1702,1930,1367,1180,1052,871,717,599,478,1142,94.80%,0,394,6429,5100,151,13
Region VIII,Eastern Samar,Balangiga ,9339,4801,4538,560,1528,1203,973,919,736,781,685,530,416,1008,98.80%,0,89,5226,3904,186,23
Region VIII,Eastern Samar,Balangkayan ,6841,3433,3408,406,1146,921,708,570,549,491,461,445,311,833,95.85%,0,234,3431,3250,146,14
Region VIII,Eastern Samar,Borongan City,41979,21241,20738,2544,6719,5477,4335,3930,3675,3431,2981,2553,1962,4372,97.74%,0,540,23235,17864,818,62
Region VIII,Eastern Samar,Can-Avid ,13367,6764,6603,767,2314,1871,1375,1247,1199,1038,865,745,612,1334,97.51%,0,181,6394,6709,235,29
Region VIII,Eastern Samar,Dolores ,24387,12402,11985,1498,4129,3116,2696,2364,2131,1926,1700,1409,1074,2344,97.89%,0,366,12697,11035,581,74
Region VIII,Eastern Samar,General Macarthur ,9174,4879,4295,538,1619,1319,950,834,758,674,623,533,418,908,97.72%,0,333,5040,3931,184,19
Region VIII,Eastern Samar,Giporlos ,9192,4724,4468,565,1583,1213,883,798,765,725,638,544,395,1083,99.16%,0,125,4926,4044,203,19
Region VIII,Eastern Samar,Guiuan ,31896,16331,15565,1940,5075,4037,3240,3166,2730,2603,2268,1976,1455,3406,99.65%,0,123,17782,13512,534,68
Region VIII,Eastern Samar,Hernani ,5829,3057,2772,328,931,792,593,521,486,425,421,342,273,717,96.21%,0,216,3078,2588,141,22
Region VIII,Eastern Samar,Jipapad ,5682,2985,2697,350,954,869,699,557,560,380,359,279,219,456,98.40%,0,187,2689,2882,98,13
Region VIII,Eastern Samar,Lawaan ,8948,4658,4290,564,1475,1287,884,775,735,711,659,517,360,981,98.90%,0,232,5284,3417,223,24
Region VIII,Eastern Samar,Llorente ,13150,6815,6335,744,1977,1740,1294,1122,1040,1019,894,827,693,1800,97.23%,0,696,7073,5685,359,33
Region VIII,Eastern Samar,Maslog ,3262,1706,1556,210,634,530,322,330,299,240,197,144,107,249,97.12%,0,184,1685,1522,46,9
Region VIII,Eastern Samar,Maydolong ,9810,5096,4714,672,1676,1269,992,883,809,734,603,548,463,1161,94.23%,0,414,5390,4177,215,28
Region VIII,Eastern Samar,Mercedes ,5100,2655,2445,295,822,680,584,481,386,386,352,289,225,600,99.16%,0,56,2915,2059,115,11
Region VIII,Eastern Samar,Oras ,22451,11835,10616,1168,3521,3012,2293,2248,2030,1825,1559,1320,1078,2397,97.39%,0,411,10701,11258,440,52
Region VIII,Eastern Samar,Quinapondan ,9872,5083,4789,603,1618,1306,1048,877,816,724,657,591,432,1200,98.70%,0,164,5308,4351,190,23
Region VIII,Eastern Samar,Salcedo ,15007,7716,7291,898,2427,1950,1484,1255,1245,1097,1106,946,728,1871,99.13%,0,514,8062,6538,375,32
Region VIII,Eastern Samar,San Julian ,9693,4924,4769,541,1430,1125,928,911,888,836,704,567,473,1290,96.80%,0,172,4907,4525,233,28
Region VIII,Eastern Samar,San Policarpo ,10771,5458,5313,565,1671,1533,1183,1052,912,746,710,619,519,1261,97.14%,0,567,5749,4771,238,13
Region VIII,Eastern Samar,Sulat ,10591,5411,5180,531,1447,1233,1016,986,1006,892,807,746,563,1364,97.46%,0,251,5132,5185,258,16
Region VIII,Eastern Samar,Taft ,12784,6398,6386,755,2009,1624,1324,1238,1162,1111,859,797,630,1275,97.94%,0,251,6531,5801,437,15
Region VIII,Leyte,Abuyog ,32835,16680,16155,1276,4758,4163,3333,3211,2880,2936,2704,2406,1698,3470,98.61%,0,688,15914,16242,629,50
Region VIII,Leyte,Alangalang ,32456,16495,15961,1732,5353,4620,3669,3271,2823,2549,2315,1966,1465,2693,97.14%,0,143,17876,13851,699,30
Region VIII,Leyte,Albuera ,24622,12056,12566,1070,3587,3138,2599,2539,2272,2187,1856,1669,1357,2348,98.46%,0,214,12196,11874,503,49
Region VIII,Leyte,Babatngon ,16773,8476,8297,958,2679,2349,1826,1731,1485,1334,1173,985,703,1550,97.35%,0,191,9977,6448,322,26
Region VIII,Leyte,Barugo ,19489,9964,9525,1149,3207,2528,1920,1739,1622,1545,1442,1285,1008,2044,99.29%,0,102,12215,6825,436,13
Region VIII,Leyte,Bato ,22068,10904,11164,708,3134,3104,2301,2326,1887,1841,1700,1481,1260,2326,98.41%,0,52,9961,11456,634,17
Region VIII,Leyte,Baybay City,60495,29853,30642,2815,8622,7319,5909,5885,5480,5452,4868,4244,3360,6541,98.65%,0,617,28572,30445,1415,63
Region VIII,Leyte,Burauen ,28989,14671,14318,1479,4361,3886,3105,3054,2494,2416,2165,1856,1339,2834,96.02%,0,533,15088,13074,777,50
Region VIII,Leyte,Calubian ,20822,10476,10346,862,2871,2529,2088,1964,1758,1687,1612,1435,1228,2788,89.66%,0,333,9448,10967,400,7
Region VIII,Leyte,Capoocan ,19727,10161,9566,1152,3164,2544,2074,1899,1791,1670,1378,1273,975,1807,97.69%,0,77,10684,8644,392,7
Region VIII,Leyte,Carigara ,32501,16472,16029,1908,5157,4176,3336,3080,2698,2510,2367,2129,1741,3399,98.70%,0,299,19921,11982,560,38
Region VIII,Leyte,Dagami ,22132,11383,10749,1272,3680,3078,2440,2140,1798,1781,1613,1341,998,1991,95.36%,0,435,12534,9037,540,21
Region VIII,Leyte,Dulag ,27961,14289,13672,1494,4378,3881,2985,2734,2300,2255,2095,1744,1294,2801,98.71%,0,151,15858,10934,1142,27
Region VIII,Leyte,Hilongos ,38076,19100,18976,1556,5645,4809,3695,3836,3405,3215,2911,2607,2194,4203,97.53%,0,247,17680,19777,579,40
Region VIII,Leyte,Hindang ,13436,6734,6702,674,1811,1580,1284,1251,1204,1164,1052,919,802,1695,99.10%,0,94,6365,6713,339,19
Region VIII,Leyte,Inopacan ,13237,6646,6591,502,1728,1523,1197,1236,1213,1197,1046,976,801,1818,97.91%,0,558,5807,7025,379,26
Region VIII,Leyte,Isabel ,31299,15616,15683,1494,4608,4410,3561,3029,2692,2566,2462,2226,1581,2670,98.30%,0,236,14897,15856,502,44
Region VIII,Leyte,Jaro ,23530,11867,11663,1223,3754,3177,2467,2221,2054,1871,1752,1592,1228,2191,97.95%,0,220,12951,9915,645,19
Region VIII,Leyte,Javier (Bugho) ,15686,8027,7659,650,2278,2203,1707,1547,1306,1386,1223,1055,749,1582,97.86%,0,122,7245,8087,327,27
Region VIII,Leyte,Julita ,10186,5211,4975,527,1713,1491,1167,945,775,844,757,567,454,946,96.91%,0,87,6007,3782,385,12
Region VIII,Leyte,Kananga ,33197,16905,16292,1753,5412,4607,3763,3270,3044,2656,2363,2145,1652,2532,95.58%,0,370,15666,16908,594,29
Region VIII,Leyte,La Paz ,12442,6302,6140,589,2040,1764,1342,1195,1016,1076,924,731,538,1227,98.38%,0,165,7137,4785,509,11
Region VIII,Leyte,Leyte ,23651,12212,11439,1255,3897,3101,2516,2313,2085,1878,1609,1490,1206,2301,91.74%,0,235,11864,11295,483,9
Region VIII,Leyte,Macarthur ,13161,6685,6476,724,2148,1853,1399,1292,1153,1142,902,765,560,1223,94.77%,0,94,7457,5347,342,15
Region VIII,Leyte,Mahaplag ,16781,8445,8336,613,2494,2130,1748,1741,1523,1494,1313,1039,870,1816,96.63%,0,510,8031,8360,361,29
Region VIII,Leyte,Matag-Ob ,11608,5884,5724,467,1661,1539,1264,1102,989,912,913,819,708,1234,95.43%,0,44,5209,6133,261,5
Region VIII,Leyte,Matalom ,18656,9082,9574,690,2568,2135,1679,1759,1585,1599,1535,1457,1162,2487,98.86%,0,121,8159,9875,596,26
Region VIII,Leyte,Mayorga ,11754,6004,5750,628,1849,1853,1328,1230,960,897,788,650,484,1087,99.43%,0,48,6875,4614,240,25
Region VIII,Leyte,Merida ,19118,9619,9499,840,2757,2498,2080,1851,1728,1549,1476,1340,1072,1927,97.45%,0,652,8065,10506,514,33
Region VIII,Leyte,Ormoc City ,117824,58545,59279,5434,17966,15664,13047,12084,10912,9978,8758,7719,6407,9855,97.95%,0,1963,63057,52513,2128,126
Region VIII,Leyte,Palo ,38582,19110,19472,2056,6089,5401,4548,4011,3513,3145,2729,2339,1725,3026,99.43%,0,195,21150,16176,1184,72
Region VIII,Leyte,Palompon ,37153,18320,18833,1642,5281,4751,3839,3565,3256,2967,2860,2522,2145,4325,98.29%,0,386,17912,18098,1085,58
Region VIII,Leyte,Pastrana ,11500,5847,5653,619,1904,1685,1381,1145,1065,943,702,634,502,920,97.28%,0,111,6539,4627,325,9
Region VIII,Leyte,San Isidro ,19993,10106,9887,908,2811,2405,1931,1781,1753,1634,1587,1360,1253,2570,87.38%,0,80,9190,10142,641,20
Region VIII,Leyte,San Miguel ,12669,6368,6301,793,2146,1760,1379,1207,1090,1014,902,733,540,1105,96.92%,0,156,7240,5150,253,26
Region VIII,Leyte,Santa Fe  ,12602,6453,6149,732,2167,1908,1436,1286,1050,977,811,729,575,931,97.78%,0,62,7019,5165,413,5
Region VIII,Leyte,Tabango ,20654,10363,10291,918,2949,2599,2155,1953,1766,1678,1524,1550,1229,2333,94.54%,0,353,9726,10598,319,11
Region VIII,Leyte,Tabontabon ,7987,4049,3938,422,1254,1188,938,831,714,619,517,428,329,747,96.04%,0,54,4815,3000,164,8
Region VIII,Leyte,Tacloban City ,124777,60851,63926,6692,19741,17184,14103,12850,11149,10605,9227,7793,5957,9476,99.66%,0,1043,69723,52005,2765,284
Region VIII,Leyte,Tanauan ,32935,16817,16118,1836,5167,4277,3620,3220,2907,2756,2386,2067,1506,3193,98.44%,0,216,18709,13355,816,55
Region VIII,Leyte,Tolosa ,13667,6870,6797,789,2117,1932,1532,1399,1127,1071,950,823,633,1294,99.63%,0,80,8031,5321,297,18
Region VIII,Leyte,Tunga ,6140,3100,3040,322,1005,902,690,586,465,463,444,399,264,600,99.45%,0,30,3243,2703,192,2
Region VIII,Leyte,Villaba ,28326,14414,13912,1160,4212,3774,3051,2570,2415,2309,2208,2036,1597,2994,94.58%,0,557,13995,13580,715,36
Region VIII,Northern Samar,Allen ,18776,9415,9361,1047,3067,2651,1952,1717,1676,1593,1414,1096,841,1722,98.35%,0,301,10511,7842,391,32
Region VIII,Northern Samar,Biri ,7414,3835,3579,503,1178,958,837,758,658,584,529,419,336,654,97.73%,0,260,4048,3223,109,34
Region VIII,Northern Samar,Bobon ,14473,7257,7216,936,2682,2023,1475,1388,1307,1251,986,743,561,1121,97.17%,0,266,8085,6092,263,33
Region VIII,Northern Samar,Capul ,8876,4404,4472,521,1460,1200,916,878,764,744,608,497,367,921,99.49%,0,33,4903,3829,136,8
Region VIII,Northern Samar,Catarman ,49124,24248,24876,3369,8440,6907,5290,4987,4718,3927,3288,2729,1999,3470,97.06%,0,1057,27913,20094,1040,77
Region VIII,Northern Samar,Catubig ,22540,11550,10990,1489,3847,3204,2562,2066,1981,1574,1467,1166,917,2267,95.67%,0,343,12315,9853,332,40
Region VIII,Northern Samar,Gamay ,15184,7742,7442,782,2497,2146,1650,1496,1322,1167,1002,864,697,1561,96.75%,0,217,8241,6695,236,12
Region VIII,Northern Samar,Laoang ,36564,18384,18180,2211,6006,4611,3784,3604,3318,2954,2437,2058,1753,3828,97.64%,0,574,18787,16934,775,68
Region VIII,Northern Samar,Lapinig ,7817,3965,3852,451,1301,1076,822,799,713,558,474,430,373,820,98.41%,0,266,4824,2852,131,10
Region VIII,Northern Samar,Las Navas ,22420,11482,10938,1554,3994,3182,2440,2089,2088,1620,1336,1089,937,2091,94.84%,15,895,11607,10400,382,31
Region VIII,Northern Samar,Lavezares ,19080,9605,9475,1202,3150,2488,2057,1852,1701,1515,1352,1067,860,1836,98.67%,0,197,10254,8462,346,18
Region VIII,Northern Samar,Mapanas ,10519,5396,5123,847,1967,1649,1236,1070,880,722,604,434,365,745,94.83%,0,406,6167,4199,140,13
Region VIII,Northern Samar,Mondragon ,22692,11363,11329,1523,4322,3102,2451,2187,2089,1762,1498,1143,930,1685,97.81%,0,412,12028,10208,383,73
Region VIII,Northern Samar,Palapag ,21083,10612,10471,1245,3578,2844,2245,2062,1793,1689,1432,1194,948,2053,98.46%,0,150,9744,10938,378,23
Region VIII,Northern Samar,Pambujan ,18245,9209,9036,1154,3201,2560,2092,1697,1658,1393,1155,967,805,1563,95.07%,0,193,10165,7814,229,37
Region VIII,Northern Samar,Rosario ,6966,3493,3473,434,1274,956,765,704,599,526,444,402,291,571,98.89%,0,54,3963,2880,114,9
Region VIII,Northern Samar,San Antonio ,6231,3045,3186,373,971,746,601,563,542,518,401,384,355,777,99.13%,0,127,3242,2865,122,2
Region VIII,Northern Samar,San Isidro ,17048,8484,8564,1096,2943,2268,1667,1554,1525,1440,1267,1016,757,1515,97.17%,0,249,9279,7444,296,29
Region VIII,Northern Samar,San Jose ,11218,5620,5598,687,1844,1476,1237,1113,1037,960,798,620,457,989,98.27%,0,298,5578,5404,207,29
Region VIII,Northern Samar,San Roque ,15394,7604,7790,979,2978,2179,1682,1569,1503,1139,883,739,606,1137,98.40%,0,84,8251,6922,178,43
Region VIII,Northern Samar,San Vicente ,5653,2869,2784,292,896,801,601,474,473,481,389,349,290,607,98.12%,0,333,2839,2671,127,16
Region VIII,Northern Samar,Silvino Lobos ,9251,4803,4448,708,1849,1409,998,850,839,638,513,427,389,631,92.29%,0,478,7019,2138,89,5
Region VIII,Northern Samar,Victoria ,10503,5257,5246,644,1734,1375,1195,979,942,903,755,564,475,937,96.92%,0,362,5633,4549,285,36
Region VIII,Northern Samar,Lope De Vega ,9092,4734,4358,502,1656,1306,971,951,875,704,586,485,388,668,92.73%,0,658,4549,4369,148,26
Region VIII,Samar (Western Samar),Almagro ,9404,4908,4496,442,1639,1321,988,811,804,790,675,577,430,927,96.14%,0,491,5079,4116,182,27
Region VIII,Samar (Western Samar),Basey ,31643,16391,15252,1720,4861,4205,3245,2875,2844,2594,2348,1969,1509,3473,96.10%,0,743,17752,13191,632,68
Region VIII,Samar (Western Samar),Calbayog City ,110028,55182,54846,7368,18652,14003,10957,10879,10601,9292,7858,6414,4840,9164,96.11%,0,2616,62607,44783,2344,294
Region VIII,Samar (Western Samar),Calbiga ,15080,7877,7203,849,2384,1907,1506,1426,1361,1326,1005,839,689,1788,94.25%,0,456,6865,7662,519,34
Region VIII,Samar (Western Samar),Catbalogan City,60033,30054,29979,3731,10526,7960,6242,5869,5456,5147,4317,3448,2639,4698,97.67%,0,388,33533,25289,1100,111
Region VIII,Samar (Western Samar),Daram ,25607,13285,12322,1479,4445,3602,2737,2540,2306,2030,1766,1385,1060,2257,94.25%,0,799,13212,11939,424,32
Region VIII,Samar (Western Samar),Gandara ,21338,10785,10553,1359,3612,2849,2239,2075,1956,1646,1365,1186,974,2077,91.32%,0,2082,10931,9914,409,84
Region VIII,Samar (Western Samar),Hinabangan ,9973,5223,4750,638,1712,1477,1081,994,849,724,666,509,415,908,88.56%,0,111,5339,4291,322,21
Region VIII,Samar (Western Samar),Jiabong ,12538,6435,6103,777,2122,1768,1298,1230,1089,1008,822,721,533,1170,95.72%,0,550,6422,5914,194,8
Region VIII,Samar (Western Samar),Marabut ,12406,6453,5953,726,2027,1850,1336,1094,1063,945,842,700,525,1298,93.78%,12,306,7726,4404,257,19
Region VIII,Samar (Western Samar),Matuguinao ,5281,2697,2584,384,1017,863,686,510,462,345,277,251,180,306,88.45%,0,581,2652,2530,88,11
Region VIII,Samar (Western Samar),Motiong ,9292,4800,4492,599,1508,1200,946,849,861,735,662,550,454,928,97.33%,0,320,4564,4546,175,7
Region VIII,Samar (Western Samar),Pinabacdao ,11147,5735,5412,696,1883,1484,1217,1068,955,857,741,581,499,1166,93.31%,0,545,5229,5675,213,30
Region VIII,Samar (Western Samar),San Jose De Buan ,4730,2496,2234,303,925,707,535,543,410,339,259,232,176,301,84.38%,0,175,2131,2520,66,13
Region VIII,Samar (Western Samar),San Sebastian ,5567,2919,2648,366,982,742,498,509,486,479,412,270,232,591,96.86%,0,149,2918,2532,99,18
Region VIII,Samar (Western Samar),Santa Margarita ,15696,7842,7854,920,2582,1939,1641,1572,1492,1355,1139,856,723,1477,90.64%,0,298,8318,7003,323,52
Region VIII,Samar (Western Samar),Santa Rita ,24877,12991,11886,1408,4218,3562,2702,2485,2182,1984,1658,1359,1034,2285,91.61%,0,754,13659,10674,488,56
Region VIII,Samar (Western Samar),Santo Nino ,9791,5073,4718,600,1643,1256,915,878,896,795,667,651,487,1003,96.74%,0,521,4875,4662,229,25
Region VIII,Samar (Western Samar),Talalora ,6023,3136,2887,426,1033,831,635,585,531,472,389,328,251,542,97.46%,0,160,3209,2634,172,8
Region VIII,Samar (Western Samar),Tarangnan ,16596,8616,7980,964,2985,2288,1785,1606,1467,1317,1175,921,697,1391,94.07%,0,263,8572,7696,296,32
Region VIII,Samar (Western Samar),Villareal ,16915,8749,8166,948,2654,2146,1654,1594,1474,1376,1163,984,837,2085,96.90%,0,547,9769,6823,284,39
Region VIII,Samar (Western Samar),Paranas (Wright) ,20003,10266,9737,1130,3439,2772,1944,1884,1717,1670,1329,1216,939,1963,97.00%,0,264,10187,9379,383,54
Region VIII,Samar (Western Samar),Zumarraga ,11415,6015,5400,704,1951,1577,1120,1032,1003,987,748,690,506,1097,95.44%,0,311,5607,5452,300,56
Region VIII,Samar (Western Samar),Tagapul-An ,6287,3336,2951,375,1016,889,619,615,521,466,402,391,332,661,96.09%,0,293,2777,3256,225,29
Region VIII,Samar (Western Samar),San Jorge ,11542,5970,5572,710,2031,1503,1229,1169,1051,928,741,647,491,1042,92.95%,0,504,6404,4877,237,24
Region VIII,Samar (Western Samar),Pagsanghan ,7209,3706,3503,467,1159,923,799,742,618,612,538,379,307,665,98.71%,0,343,4084,2957,148,20
Region VIII,Southern Leyte,Anahawan ,5558,2750,2808,280,746,669,543,471,447,517,483,404,305,693,98.67%,0,125,2495,2930,127,6
Region VIII,Southern Leyte,Bontoc ,17856,8955,8901,746,2543,2191,1810,1720,1492,1447,1394,1252,1079,2182,98.57%,0,527,8621,8781,436,18
Region VIII,Southern Leyte,Hinunangan ,18535,9324,9211,870,2658,2103,1823,1760,1672,1633,1440,1281,1025,2270,98.82%,0,264,8992,8933,597,13
Region VIII,Southern Leyte,Hinundayan ,8437,4211,4226,369,1114,1007,854,782,644,781,704,609,460,1113,98.54%,0,225,3960,4114,343,20
Region VIII,Southern Leyte,Libagon ,9520,4769,4751,496,1393,1162,873,929,775,820,727,685,531,1129,99.03%,0,134,5019,4252,236,13
Region VIII,Southern Leyte,Liloan ,14729,7287,7442,662,2040,1748,1333,1389,1223,1318,1205,1023,840,1948,98.48%,0,350,7483,6903,325,18
Region VIII,Southern Leyte,Maasin City ,52532,25673,26859,2246,6760,6402,5163,5107,4627,4649,4352,3674,3117,6435,99.51%,0,2410,26217,24854,1385,76
Region VIII,Southern Leyte,Macrohon ,16351,7974,8377,730,2196,2109,1589,1520,1379,1389,1272,1203,962,2002,99.24%,2,203,7926,8035,367,23
Region VIII,Southern Leyte,Malitbog ,11664,5751,5913,511,1561,1310,1071,1065,966,1076,935,789,694,1686,98.51%,0,278,5754,5563,334,13
Region VIII,Southern Leyte,Padre Burgos ,6711,3260,3451,318,928,811,690,663,579,576,539,438,374,795,99.12%,0,81,3170,3283,246,12
Region VIII,Southern Leyte,Pintuyan ,7045,3583,3462,358,972,868,676,686,626,629,573,466,356,835,98.55%,0,119,3549,3266,214,16
Region VIII,Southern Leyte,Saint Bernard ,16407,8187,8220,844,2367,2073,1593,1514,1348,1521,1346,1077,826,1898,98.78%,0,522,8067,7923,397,20
Region VIII,Southern Leyte,San Francisco ,8231,4133,4098,338,1046,954,799,741,680,732,681,625,457,1178,98.32%,0,206,3721,4271,202,37
Region VIII,Southern Leyte,San Juan (Cabalian) ,8772,4242,4530,430,1229,1043,844,863,727,822,702,618,497,997,99.21%,0,136,4509,4090,164,9
Region VIII,Southern Leyte,San Ricardo ,6349,3248,3101,309,833,777,685,616,560,537,520,479,328,705,98.90%,0,84,3024,3084,237,4
Region VIII,Southern Leyte,Silago ,8496,4208,4288,933,983,846,870,879,759,714,645,558,443,866,98.98%,0,221,3899,4356,222,19
Region VIII,Southern Leyte,Sogod ,29918,15043,14875,1623,4817,4331,3195,2961,2453,2360,2126,1875,1432,2745,98.56%,0,391,16983,12288,606,41
